date, pm25, pm10, o3, no2, so2, co
5/1/2022,76,31,19,4, , 
5/2/2022,63,24,11,4,2, 
5/3/2022,56,32,10,5, , 
5/4/2022,68,36,16,5, , 
5/5/2022,79,42,20,2, , 
5/6/2022,95,34,9,4, , 
5/7/2022,79,30,11,5, , 
5/8/2022,70,30,6,9, , 
5/9/2022,65,20,3,2, , 
5/10/2022,45,21,5,3, , 
5/11/2022,57,28,9,3, , 
5/12/2022,64,30,12,2, , 
5/13/2022,65,35,11,2, , 
5/14/2022,78,36,10,2, , 
5/15/2022,75,24,9,5, , 
5/16/2022,56,25,13,4,1, 
5/17/2022,57,25,11,4, , 
5/18/2022,58,24,2,2, , 
5/19/2022,56, , , , , 
4/1/2022,80,23,14,3, , 
4/2/2022,43,23,14,4, , 
4/3/2022,50,40,23,9, , 
4/4/2022,80,50,25,15,1, 
4/5/2022,96,56,26,15, , 
4/6/2022,115,49,18,13, , 
4/7/2022,114,65,29,16, , 
4/8/2022,153,72,36,14,1, 
4/9/2022,173,58,29,9, , 
4/10/2022,163,48,18,6, , 
4/11/2022,135,57,16,5, , 
4/12/2022,137,46,22,6, , 
4/13/2022,99,48,21,2, , 
4/14/2022,100,52,19,1, , 
4/15/2022,108,52,16,3, , 
4/16/2022,101,50,11,3, , 
4/17/2022,93,44,10,5, , 
4/18/2022,93,42,12,4, , 
4/19/2022,83,55,23,6,1, 
4/20/2022,99,57,14,3, , 
4/21/2022,89,60,10,6, , 
4/22/2022,67,54,8,3, , 
4/23/2022,56,49,8,4, , 
4/24/2022,63,57,7,3, , 
4/25/2022,59,57,7,3, , 
4/26/2022,60,46,18,7, , 
4/27/2022,72,29,11,7, , 
4/28/2022,72,29,22,5, , 
4/29/2022,60,48,19,7, , 
4/30/2022,97,31,19,5, , 
3/1/2022,105,43,13,5, , 
3/2/2022,77,38,10,6, , 
3/3/2022,75,42,14,6, , 
3/4/2022,80,45,11,5, , 
3/5/2022,84,39,9,5, , 
3/6/2022,80,35,11,4, , 
3/7/2022,71,45,17,10, , 
3/8/2022,89,70,41,17, , 
3/9/2022,147,46,14,5, , 
3/10/2022,93,48,11,4, , 
3/11/2022,86,50,14,5, , 
3/12/2022,93,49,15,4, , 
3/13/2022,93,38,11,6, , 
3/14/2022,79,30,11,7, , 
3/15/2022,59,23,8,2, , 
3/16/2022,50,23,9,1, , 
3/17/2022,54,36,8,4, , 
3/18/2022,72,36,27,4, , 
3/19/2022,85,36,5,6, , 
3/20/2022,76,27,4,5, , 
3/21/2022,56,31,2,6, , 
3/22/2022,56,58,5,5, , 
3/23/2022,74,57,4,6, , 
3/24/2022,70,60,4,4, , 
3/25/2022,66,31,6,3, , 
3/26/2022,59,26,7,3, , 
3/27/2022,55,32,10,5, , 
3/28/2022,71,30,11,5, , 
3/29/2022,64,34,18,5, , 
3/30/2022,69,42,27,9, , 
3/31/2022,84,42,14,4, , 
2/1/2022,68,31,9,4, , 
2/2/2022,58,35,10,6, , 
2/3/2022,66,37,15,11, , 
2/4/2022,73,48,17,15,1, 
2/5/2022,94,54,21,13,1, 
2/6/2022,112,62,27,18,1, 
2/7/2022,146,62,19,23,1, 
2/8/2022,144,39,20,7, , 
2/9/2022,88,37,18,8, , 
2/10/2022,77,37,17,6, , 
2/11/2022,69,43,14,10,1, 
2/12/2022,80,45,11,6, , 
2/13/2022,95,36,7,4, , 
2/14/2022,71,42,8,10, , 
2/15/2022,83,60,12,12, , 
2/16/2022,119,62,6,10, , 
2/17/2022,119,34,7,6, , 
2/18/2022,62,23,4,5, , 
2/19/2022,47,22,4,3, , 
2/20/2022,40,30,9,8, , 
2/21/2022,59,41,11,14, , 
2/22/2022,75,56,22,14,1, 
2/23/2022,105,55,18,15, , 
2/24/2022,103,61,20,13,1, 
2/25/2022,118,58,24,15,1, 
2/26/2022,122,58,24,14,1, 
2/27/2022,98,64,36,16,1, 
2/28/2022,150,53,17,8, , 
1/3/2022,82,51,18,13, , 
1/4/2022,101,59,21,21,1, 
1/5/2022,112,56,23,23,1, 
1/6/2022,113,64,20,21,1, 
1/7/2022,129,58,19,20,1, 
1/8/2022,103,56,20,19,1, 
1/9/2022,117,76,23,22,1, 
1/10/2022,117,61,21,20,1, 
1/11/2022,104,52,19,13, , 
1/12/2022,99,49,22,12, , 
1/13/2022,94,46,21,12, , 
1/14/2022,85,48,25,12, , 
1/15/2022,94,52,23,10,1, 
1/16/2022,101,58,20,19, , 
1/17/2022,120,59,18,17,1, 
1/18/2022,110,48,19,15, , 
1/19/2022,85,55,25,16, , 
1/20/2022,102,35,12,6, , 
1/21/2022,67,26,7,6, , 
1/22/2022,57,24,15,6, , 
1/23/2022,64,28,15,10, , 
1/24/2022,74,31,19,16, , 
1/25/2022,82,32,14,7, , 
1/26/2022,81,37,12,11, , 
1/27/2022,87,46,11,7, , 
1/28/2022,83,41,16,7, , 
1/29/2022,86,36,12,5, , 
1/30/2022,78,36,9,3, , 
1/31/2022,76,35,10,3, , 
10/1/2021,58,24,11,6,1, 
10/2/2021,57,36,18,7,1, 
10/3/2021,72,33,17,10,1, 
10/4/2021,73,43,19,11,2, 
10/5/2021,83,26,14,7, , 
10/6/2021,64,34,11,10,1, 
10/7/2021,69,51,20,12,1, 
10/8/2021,100,25,5,5, , 
10/9/2021,54,22,12,3, , 
10/10/2021,48,22,8,4, , 
10/11/2021,43,21,7,4, , 
10/12/2021,47,19,13,2, , 
10/13/2021,39,23,8,5, , 
10/14/2021,49,25,5,7, , 
10/15/2021,57,31,6,4, , 
10/16/2021,57,17,6,6, , 
10/17/2021,38,23,8,9, , 
10/18/2021,48,38,9,11,1, 
10/19/2021,72,45,20,11, , 
10/20/2021,87,50,21,13,1, 
10/21/2021,97,37,15,11,1, 
10/22/2021,75,29,9,5, , 
10/23/2021,58,28,17,5, , 
10/24/2021,56,30,20,6, , 
10/25/2021,64,40,26,6, , 
10/26/2021,80,46,25,8,1, 
10/27/2021,86,50,10,9,1, 
10/28/2021,92,35,17,8, , 
10/29/2021,76,45,13,10, , 
10/30/2021,90,28,9,7, , 
10/31/2021,61,31,11,6, , 
11/1/2021,62,36,8,7, , 
11/2/2021,69,35,11,7, , 
11/3/2021,66,39,13,7, , 
11/4/2021,67,34,13,9, , 
11/5/2021,71,43,12,10, , 
11/6/2021,81,31,13,7, , 
11/7/2021,72,39,7,8, , 
11/8/2021,71,35,11,7, , 
11/9/2021,61,39,18,8, , 
11/10/2021,74,52,22,7, , 
11/11/2021,88,48,20,9, , 
11/12/2021,81,45,14,9, , 
11/13/2021,84,44,17,6, , 
11/14/2021,90,45,18,8,1, 
11/15/2021,92,33,11,8, , 
11/16/2021,69,26,14,7, , 
11/17/2021,55,30,9,6, , 
11/18/2021,63,35,19,9, , 
11/19/2021,70,39,18,9, , 
11/20/2021,79,40,23,11, , 
11/21/2021,79,41,8,14, , 
11/22/2021,83,30,5,7, , 
11/23/2021,58,32,14,9, , 
11/24/2021,59,45,22,12,1, 
11/25/2021,81,50,21,12, , 
11/26/2021,89,43,20,8, , 
11/27/2021,88,51,24,7, , 
11/28/2021,96,44,20,7, , 
11/29/2021,87,50,16,9, , 
11/30/2021,94,54,16,9, , 
12/1/2021,105,55,19,8, , 
12/2/2021,105,56,24,15, , 
12/3/2021,102,56,24,12, , 
12/4/2021,103,59,24,8, , 
12/5/2021,109,58,25,11, , 
12/6/2021,111,64,13,16, , 
12/7/2021,126,61,18,14,1, 
12/8/2021,122,55,21,14, , 
12/9/2021,100,54,20,15, , 
12/10/2021,96,54,29,15, , 
12/11/2021,98,47,23,10, , 
12/12/2021,81,43,19,6, , 
12/13/2021,79,65,23,14,1, 
12/14/2021,123,63,29,16,1, 
12/15/2021,129,62,29,12, , 
12/16/2021,131,57,17,12,1, 
12/17/2021,117,48,18,6, , 
12/18/2021,90,43,21,8, , 
12/19/2021,87,61,24,12, , 
12/20/2021,128,75,27,16,1, 
12/21/2021,159,79,31,20,1, 
12/22/2021,166,74,23,24,1, 
12/23/2021,146,65,18,15, , 
12/24/2021,131,39,14,8, , 
12/25/2021,78,37,13,8, , 
12/26/2021,74,49,12,17, , 
12/27/2021,89,35,18,8, , 
12/28/2021,62,35,18,7, , 
12/29/2021,64,35,16,8, , 
12/30/2021,70,37,18,8, , 
12/31/2021,69,34,18,7, , 
1/1/2022,75,35,22,6, , 
1/2/2022,75,40,17,8, , 
7/1/2021,47,26,15,10,1, 
7/2/2021,44,25,11,5, , 
7/3/2021,47,19,14,3, , 
7/4/2021,42,25,12,3, , 
7/5/2021,41,39,9,4, , 
7/6/2021,43,40,8,4,1, 
7/7/2021,42,46,10,4,1, 
7/8/2021,51,28,6,7, , 
7/9/2021,48,20,4,6, , 
7/10/2021,47,15,6,4, , 
7/11/2021,34,17,7,5,1, 
7/12/2021,33,25,13,5, , 
7/13/2021,54,33,5,8, , 
7/14/2021,67,24,6,4, , 
7/15/2021,53,24,7,5,1, 
7/16/2021,50,23,11,4,1, 
7/17/2021,54,20,7,2,1, 
7/18/2021,43,17,7,3,1, 
7/19/2021,31,17,7,3, , 
7/20/2021,35,18,6,2,1, 
7/21/2021,36,30,6,2, , 
7/22/2021,55,25,6,4,2, 
7/23/2021,51,30,3,4,3, 
7/24/2021,56,21,4,3,7, 
7/25/2021,44,22,7,4, , 
7/26/2021,48,21,8,3,4, 
7/27/2021,40,22,5,4,6, 
7/28/2021,45,23,9,3,4, 
7/29/2021,44,26,9,4,3, 
7/30/2021,53,30,7,3,1, 
7/31/2021,61,24,7,3,5, 
8/1/2021,52,23,8,3,3, 
8/2/2021,42,20,7,3,1, 
8/3/2021,40,25,11,2,1, 
8/4/2021,52,29,10,2,3, 
8/5/2021,60,24,12,2, , 
8/6/2021,53,26,13,2,1, 
8/7/2021,54,28,15,1,1, 
8/8/2021,57,29,15,1,1, 
8/9/2021,56,29,8,2, , 
8/10/2021,56,21,4,3,1, 
8/11/2021,42,18,5,2, , 
8/12/2021,33,18,7,4,1, 
8/13/2021,37,23,4,4,1, 
8/14/2021,43,17,4,2, , 
8/15/2021,37,16,7,4, , 
8/16/2021,32,28,20,6,1, 
8/17/2021,60,26,13,2,1, 
8/18/2021,54,26,16,5,1, 
8/19/2021,49,30,14,8,1, 
8/20/2021,61,27,9,5, , 
8/21/2021,55,25,11,2, , 
8/22/2021,55,21,11,2, , 
8/23/2021,42,22,11,2, , 
8/24/2021,45,25,8,5, , 
8/25/2021,51,18,4,4,1, 
8/26/2021,36,22,2,7,1, 
8/27/2021,52,19,2,4, , 
8/28/2021,42,14,5,3, , 
8/29/2021,33,24,7,6, , 
8/30/2021,50,27,6,7,1, 
8/31/2021,61,29,8,7,1, 
9/1/2021,62,25,5,6,1, 
9/2/2021,45,20,3,4,1, 
9/3/2021,39,22,4,4,1, 
9/4/2021,45,23,1,2,1, 
9/5/2021,53,32,10,4,1, 
9/6/2021,59,29,4,11,1, 
9/7/2021,58,21,9,12,1, 
9/8/2021,53,29,5,7, , 
9/9/2021,62,19,6,7,1, 
9/10/2021,44,23,8,10, , 
9/11/2021,47,22,7,8,1, 
9/12/2021,46,23,7,1, , 
9/13/2021,45,25,12,2, , 
9/14/2021,53,23,5,4, , 
9/15/2021,50,19,6,4,1, 
9/16/2021,37,22,7,4, , 
9/17/2021,44,31,18,6, , 
9/18/2021,59,25,13,5, , 
9/19/2021,52,27,9,4, , 
9/20/2021,54,16,7,2,1, 
9/21/2021,33,9,7,4,1, 
9/22/2021,23,10,5,3, , 
9/23/2021,18,12,5,4,1, 
9/24/2021,30,11,6,2, , 
9/25/2021,19,9,6,3, , 
9/26/2021,25,18,8,6,1, 
9/27/2021,35,34,7,9,1, 
9/28/2021,66,50,22,13,1, 
9/29/2021,98,38,14,10,2, 
9/30/2021,79,28,8,4,1, 
4/1/2021,79,22,7,5, , 
4/2/2021,47,28,15,6,1, 
4/3/2021,55,30,6,7, , 
4/4/2021,59,47,6,16, , 
4/5/2021,91,46,8,15,2, 
4/6/2021,86,47,15,16,1, 
4/7/2021,89,46,17,10,1, 
4/8/2021,86,38,15,10,1, 
4/9/2021,74,49,17,11,1, 
4/10/2021,90,42,19,11, , 
4/11/2021,85,44,14,11,1, 
4/12/2021,86,34,10,6,1, 
4/13/2021,70,28,8,4,1, 
4/14/2021,61,35,22,5,1, 
4/15/2021,74,28,10,5,1, 
4/16/2021,66,27,19,6,1, 
4/17/2021,64,28,15,4,1, 
4/18/2021,61,25,13,4,1, 
4/19/2021,47,27,24,10,1, 
4/20/2021,51,30,9,10,1, 
4/21/2021,58,39,17,9,1, 
4/22/2021,83,42,15,7, , 
4/23/2021,77,43,9,8, , 
4/24/2021,75,40,13,6, , 
4/25/2021,84,39,13,11, , 
4/26/2021,79,32,12,11,1, 
4/27/2021,66,41,15,13,1, 
4/28/2021,82,30,11,9, , 
4/29/2021,62,33,16,10, , 
4/30/2021,67,32,11,10, , 
5/1/2021,70,38,19,9, , 
5/2/2021,73,35,17,15, , 
5/3/2021,69,42,22,9,1, 
5/4/2021,80,44,29,10,1, 
5/5/2021,90,35,16,12, , 
5/6/2021,69,28,15,9, , 
5/7/2021,48,42,28,9,1, 
5/8/2021,83,34,23,8, , 
5/9/2021,71,31,13,4, , 
5/10/2021,67,30,15,6, , 
5/11/2021,62,26,13,4, , 
5/12/2021,59,27,15,5, , 
5/13/2021,61,23,8,5, , 
5/14/2021,50,25,12,5, , 
5/15/2021,53,21,9,4, , 
5/16/2021,46,24,10,5,1, 
5/17/2021,56,21,9,4, , 
5/18/2021,45,27,14,6,1, 
5/19/2021,54,26,10,9, , 
5/20/2021,48,20,7,7, , 
5/21/2021,43,23,16,5, , 
5/22/2021,49,22,13,4, , 
5/23/2021,44,25,13,4, , 
5/24/2021,48,26,13,6, , 
5/25/2021,43,25,19,7,1, 
5/26/2021,56,30,17,6,1, 
5/27/2021,66,23,7,6, , 
5/28/2021,49,20,6,5,1, 
5/29/2021,45,17,7,4,1, 
5/30/2021,36,23,8,5, , 
5/31/2021,47,24,12,5, , 
6/1/2021,58,28,6,4,1, 
6/2/2021,60,23,11,4,1, 
6/3/2021,53,27,13,4,1, 
6/4/2021,55,26,10,4,1, 
6/5/2021,56,23,6,5,1, 
6/6/2021,49,21,11,4, , 
6/7/2021,45,21,14,6,2, 
6/8/2021,46,16,9,5, , 
6/9/2021,35,14,8,5,1, 
6/10/2021,29,25,9,6,2, 
6/11/2021,51,36,9,8,2, 
6/12/2021,72,33,6,6,2, 
6/13/2021,61,27,6,6,1, 
6/14/2021,51,32,5,7, , 
6/15/2021,62,26,8,5, , 
6/16/2021,46,22,15,6,1, 
6/17/2021,46,25,5,6,1, 
6/18/2021,50,25,14,3, , 
6/19/2021,50,27,13,5, , 
6/20/2021,45,44,13,4,1, 
6/21/2021,74,54,12,8, , 
6/22/2021,94,41,13,5,1, 
6/23/2021,68,25,12,3, , 
6/24/2021,46,35,13,4, , 
6/25/2021,67,28,6,4,1, 
6/26/2021,54,19,9,1, , 
6/27/2021,36,25,13,6,1, 
6/28/2021,48,32,12,7,1, 
6/29/2021,61,25,11,5, , 
6/30/2021,49,24,9,4, , 
1/4/2021,119,57,17,25,3, 
